7th_yReal,7th_yArima,7th_yHolt,7th_yEnsembled
10,9.0,9.0,9
662,729.6872176107365,726.1630841456154,728
873,645.1883171395311,585.2380300322435,616
1259,1363.3423622232497,1360.864595618366,1363
7338,7383.575932759427,7359.800465940183,7372
1614,1596.4316384959288,1579.3288017062368,1588
10076,9126.880841859253,9066.336486788901,9097
4821,4616.388129146002,4529.367194296464,4573
8,2.0,2.0,2
213,209.12951615241533,204.47077983555508,207
19250,20413.539833923223,19618.473526215395,20017
6710,7428.28175993001,7349.916728451161,7390
10169,10049.673598955771,9788.944377919215,9920
21982,22534.433251285995,21983.69677688132,22260
7141,5584.505261027076,5455.024926895966,5520
9710,9666.11659598573,9474.730895194287,9571
57999,59753.85206130953,48205.448757540085,53980
153,166.01423873641085,164.48338264287062,166
15,15.0,15.0,15
13,12.0,12.0,12
488,458.71704692933156,437.5427632815186,449
12772,9361.259720039745,9244.7647163732,9304
442,392.96570324191214,386.7857815790844,390
6630,7772.304920130215,7794.217579438548,7784
11,11.0,11.0,11
10141,6746.253577869765,6718.571583605015,6733
1244,1121.400944197994,1093.2648262967793,1108
1353,1444.0000000002149,1392.06183303448,1419
286,357.83967441596536,183.563335081532,271
3635,3288.3935899815547,3230.0644899889116,3260
208389,207819.31704870527,205875.6074689243,206848
330,299.3266388369427,303.4277878849437,302
140,47.16725721495296,52.54497446168157,50
10,10.0,10.0,10
16004,15322.354839274038,15308.594684896594,15316
28268,28857.587082181763,28723.502242476825,28791
426,398.34822081689447,406.2248387090349,403
284,222.92960964641216,241.35170129768736,233
2826,2853.0,2809.9998118474778,2832
88,103.17952564172356,105.69608420695239,105
115,130.8501619297389,123.9744028265788,128
909,977.7264258247948,948.2136196903812,963
98674,99359.0,99360.04420623815,99360
63,65.01992988862045,58.38624487996636,62
6592,6419.75305198171,6297.734176032907,6359
8238,8388.99999999996,8377.795743481958,8384
99,141.1527874096122,123.61799635890459,133
66,68.66875491914102,65.21417445841115,67
498,489.3880362669727,511.0885648299729,501
132,143.17755906105313,138.2994440337991,141
307,338.8508931209255,327.365079537483,334
11,11.0,11.0,11
133495,134276.5021760787,131983.05441755877,133130
543,544.9275031921501,542.1209350774425,544
839675,837110.0,837140.8121366753,837126
1716,2260.999999999956,2295.9752002303076,2279
288,239.51421984846104,232.08511519542017,236
268,280.60973112706074,280.3761079109335,281
74,59.70129154312517,60.16828570955449,60
28,37.79151568803941,38.743962711039096,39
-1,-1.0,-1.0,-1
16,16.0,16.0,16
15,14.0,14.0,14
41,44.42424876075605,42.441845540422726,44
42,44.19831713268861,45.39046146352813,45
23,21.91577663235189,21.33009698790105,22
18,18.0,18.0,18
0,0.0,0.0,0
19,19.0,19.0,19
59,139.0000000006671,135.19277167995483,138
474,517.2503812604847,653.9686229805886,586
50,57.62426759682116,54.42334197595844,57
293,268.88789172091674,252.2145692378994,261
15,17.782470923218963,17.265900992543763,18
5,5.0,5.0,5
11,8.0,8.0,8
510,543.366928205969,612.024510023771,578
123,113.00298129115457,139.8478160784076,127
3,3.0,3.0,3
5,3.0,3.0,3
11,10.0,10.0,10
9,9.0,9.0,9
22,13.0,13.0,13
11,5.0,5.0,5
61,19.960880787841692,19.516433692843705,20
5,3.0,3.0,3
23,16.0,16.0,16
11,20.28124089011627,18.46856799066759,20
1,1.0,1.0,1
4,4.0,4.0,4
6,6.0,6.0,6
4,4.0,4.0,4
1,1.0,1.0,1
