7th_yReal,7th_yArima,7th_yHolt,7th_yEnsembled
9,14.209461502814115,14.209461502814115,14.209461502814115
7,8.96919327477199,8.96919327477199,8.96919327477199
10,24.731981341910583,24.731981341910583,24.731981341910583
68,129.68624411788645,129.68624411788645,129.68624411788645
11,11.0,11.0,11.0
22,29.14915899930071,29.14915899930071,29.14915899930071
0,0.0,0.0,0.0
1095,1502.1163448030177,1502.1163448030177,1502.1163448030177
7,7.0,7.0,7.0
256,735.267339650299,735.267339650299,735.267339650299
197,224.089746900052,224.089746900052,224.089746900052
301,558.5871391445713,558.5871391445713,558.5871391445713
32,32.0,32.0,32.0
307,482.8856906346298,482.8856906346298,482.8856906346298
2527,4050.3997002328642,4050.3997002328642,4050.3997002328642
271,578.127135295283,578.127135295283,578.127135295283
0,0.0,0.0,0.0
67,117.8125898644011,117.8125898644011,117.8125898644011
7422,10340.964863805979,10340.964863805979,10340.964863805979
722,1007.4135885107428,1007.4135885107428,1007.4135885107428
1740,3624.5764193880013,3624.5764193880013,3624.5764193880013
1201,2287.211805843542,2287.211805843542,2287.211805843542
750,1266.239833837744,1266.239833837744,1266.239833837744
2478,3722.0057566552696,3722.0057566552696,3722.0057566552696
4891,8819.063153493873,8819.063153493873,8819.063153493873
87,102.06062191601099,102.06062191601099,102.06062191601099
1,0.5543999195901157,0.5543999195901157,0.5543999195901157
15,20.110618606575414,20.110618606575414,20.110618606575414
3,3.1544871082856907,3.1544871082856907,3.1544871082856907
63,67.9020269244371,67.9020269244371,67.9020269244371
1925,3016.0548276905447,3016.0548276905447,3016.0548276905447
257,326.29445241590076,326.29445241590076,326.29445241590076
870,870.0,870.0,870.0
6,6.0,6.0,6.0
924,1238.9233263517374,1238.9233263517374,1238.9233263517374
288,432.2432461244417,432.2432461244417,432.2432461244417
211,269.6659038793827,269.6659038793827,269.6659038793827
8,18.674737307839585,18.674737307839585,18.674737307839585
1473,1944.0404652799662,1944.0404652799662,1944.0404652799662
89250,113385.55193051888,113385.55193051888,113385.55193051888
107,142.38721006947983,142.38721006947983,142.38721006947983
14,38.484117665276145,38.484117665276145,38.484117665276145
6,6.0,6.0,6.0
550,550.0,550.0,550.0
20600,26397.27299376121,26397.27299376121,26397.27299376121
6,6.0,6.0,6.0
253,389.2883951997649,389.2883951997649,389.2883951997649
11,11.0,11.0,11.0
2430,3468.395623626922,3468.395623626922,3468.395623626922
1,1.0,1.0,1.0
59,79.4682972774587,79.4682972774587,79.4682972774587
48,136.00000000007432,136.00000000007432,136.00000000007432
190,293.436050880809,293.436050880809,293.436050880809
18491,35707.18029743229,35707.18029743229,35707.18029743229
46,86.58445644875049,86.58445644875049,86.58445644875049
504,882.9338547090249,882.9338547090249,882.9338547090249
1637,2443.174094004852,2443.174094004852,2443.174094004852
39,44.01976824241537,44.01976824241537,44.01976824241537
7,7.0,7.0,7.0
295,476.075649986897,476.075649986897,476.075649986897
129,159.8092021212209,159.8092021212209,159.8092021212209
221,299.4319148877623,299.4319148877623,299.4319148877623
2,2.0,2.0,2.0
0,0.0,0.0,0.0
354,462.5374483871471,462.5374483871471,462.5374483871471
80203,108563.95150666925,108563.95150666925,108563.95150666925
561,1934.2751264003584,1934.2751264003584,1934.2751264003584
126,158.79820066974753,158.79820066974753,158.79820066974753
224,283.85269833802977,283.85269833802977,283.85269833802977
37,47.79583031232945,47.79583031232945,47.79583031232945
2,2.0,2.0,2.0
92,117.83314253138514,117.83314253138514,117.83314253138514
4,11.209449366797337,11.209449366797337,11.209449366797337
93,93.0,93.0,93.0
9,13.939643532027882,13.939643532027882,13.939643532027882
1,1.0,1.0,1.0
3,3.0,3.0,3.0
4,0.08818318161494264,0.08818318161494264,0.08818318161494264
0,0.0,0.0,0.0
0,0.0,0.0,0.0
4,4.0,4.0,4.0
10,20.86024867196662,20.86024867196662,20.86024867196662
0,0.0,0.0,0.0
3,3.0,3.0,3.0
11,30.7262963704025,30.7262963704025,30.7262963704025
0,0.0,0.0,0.0
0,0.0,0.0,0.0
5,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
