,day1,day2,day3
128,47.134583712273965,50.03391097950853,53.039019309145026
129,201.8277411155296,215.13141482257797,228.34611536059157
130,9.416204373816392,9.607792107119852,9.788974167479752
131,590.1654109036086,621.8767892242037,652.3932153097663
132,619.9679572923056,655.8217680200021,692.4811498934171
133,5268.50919812463,5364.19655290155,5458.005504692969
134,84.6588061088261,85.61206028987196,86.50647643403543
135,645.1596695763783,681.4279562330717,716.3466753001445
136,181.58153902786307,191.22504754406873,200.8329308378371
137,23974.504582094894,24391.13797650035,24793.496238333548
138,5.28153849443042,5.386091611893911,5.484638432811746
139,229.83473059321005,246.87520926973883,265.1778482360892
140,8.178195666415013,8.31820392809356,8.449932985106724
141,19.548603082455518,20.497325802004056,21.41012976348508
142,13.93120824676894,14.721884237173565,15.521757244409967
143,241.1940872482053,244.26405079405015,247.2405130242913
144,7.18917932352017,8.385712598176315,9.778859310514163
145,6.10743492111176,6.317805570222342,6.518203262081522
146,7.279349736401687,8.103532243540611,9.018532427685429
147,23.2951319395492,23.587351303308036,23.861472457766794
148,8.261935190417653,8.673018792847168,9.069598132191437
149,1.210000436130618,1.2425383582614775,1.2734029887962222
150,37.25301888988469,38.748127825217104,40.18373548983269
151,79.00072840610285,80.85838853557884,82.61680989392214
152,0.0004697539497771759,0.00046979038296020336,0.0004698243738835975
153,91.627475956826,93.0714163091121,94.4279285688921
154,0.00046945994679089257,0.00046949618436143065,0.00046952999163975793
155,5.833756113835829,9.902729899843344,15.489932879344067
156,1.2047941571476142,1.2236479326624186,1.2413841814102202
157,10.186530616873409,10.348884713120421,10.501419350561187
158,739.4821227297522,817.7272852392457,876.3215249451001
159,75.44804673845876,84.99084788093067,94.47053039895991
160,5.076890919302392,9.183268981795138,14.847215934960715
161,0.00046944108364505846,0.0004694773204877566,0.00046951112671361425
162,6.453549655497777,9.22313177090835,12.899628532906346
163,151.70665180572172,155.57059102517846,159.2205529326344
164,0.00046981972036372745,0.000469856139652859,0.00046989011818380746
165,0.0004697221914746733,0.00046975859456309914,0.0004697925573817949
166,2.150238634045724,2.5048730856391463,2.919312684253049
167,1.1686740103041047,1.1753596301014815,1.1816113841305027
168,11.100044942902738,11.482308738963857,11.846230946924448
169,3829.4029812159,3960.739683581478,4091.019241298516
170,29.977276826249646,75.09494334312996,141.4378875406296
171,1.4027873862968694,1.4226764158535425,1.4413668966316973
172,19.62520330906194,20.47627341795755,21.322694204633493
173,23.366076313579484,26.2663199267548,29.526251028202484
174,61.85183557800907,72.06559731254856,84.58429696874626
175,173.78179024097594,178.41165690367367,182.7891718436047
176,7.789829974905306,8.702008287830926,9.71985931137043
177,173.5148779308701,187.9879779072171,203.48838788107074
178,127.69118752320097,134.71210584489305,141.8704035148309
179,0.05086578643969353,0.05102775778130378,0.05117994302767798
180,8.895671609274224,9.265214682990118,9.642052020282884
181,451.9150106392807,505.53651233358676,558.1074266063035
182,440.8399504005764,459.7976849210193,478.22214735311445
183,382.99763486609095,399.933666798382,416.1150723615905
184,739.4418049106109,765.6023707250739,790.992322685015
185,8.624859458022133,8.86656265066197,9.095593105184744
186,460.11991410823595,475.73449690645765,490.6720336718345
187,407.5225205578113,469.61370434720357,540.9425120465468
188,0.055647575744145285,0.05583303204172867,0.05600744641088977
189,0.00046942772537128606,0.0004694639599415419,0.0004694977638023039
190,0.00046941937370861505,0.00046945560711712656,0.00046948940988765644
191,38.96747565917596,39.331248961094914,39.67817041916307
192,103.23546392340735,108.67662169336248,114.10897115214107
193,2.7477332138235995,2.8194777857738647,2.887440472294446
194,125.2509463611469,130.01386603900255,134.63792571947545
195,0.003681610846576307,0.003682490487914742,0.003683311666759348
196,11.883249561172311,12.31830752790283,12.75110598220983
197,12.8687768555403,15.015363660750884,17.51564266568944
198,90.62029795808544,108.60553692848131,130.89110328295138
199,8.140209856691351,9.507927814348324,11.104819337807406
200,62.069137496592596,67.42684704936005,72.76170846277701
201,20923.949961463764,21270.71054599917,21589.408963655485
202,8.380811712320233,8.564330342624768,8.737531362909184
203,10.574932215675995,12.207725520838052,14.116759792311527
204,1.210457115425063,1.2394365896357844,1.266860130364661
205,1667.0860360057422,1770.7811826679251,1877.490963096038
206,1424.9212686550393,1456.4818807412478,1486.2041903292318
207,6.5870316573388,6.66397375445703,6.736321499788673
208,7.41524296280544,8.475320316320262,9.686908679480176
209,51.30932266878551,52.73092577886376,54.07660961451014
210,4.967229058701845,5.141276419385719,5.3134693366730215
211,9.508496083961173,9.671626891314364,9.825025701347954
212,40.32232112028299,41.29316757608368,42.20990396957421
213,2119.059782434134,2239.9501908248626,2361.6865235252662
214,0.00046954917786871193,0.0004695854898901666,0.00046961936688119394
215,148.2372358820278,155.58444826945177,162.6403684394427
216,44.42095335038006,47.07938171695482,49.65834779081252
217,6.030860376291447,6.312423700671727,6.58348174888818
218,1.1589525259120854,1.1641157717093198,1.1689409025936615
219,24.39013182584081,26.3642619566405,28.326262355133643
220,0.0004697528064709934,0.0004697892276890908,0.00046982320763716453
221,7.158657935394897,8.36460439818012,9.773995706339486
222,0.0004697528064709934,0.0004697892276890908,0.00046982320763716453
223,17127.460016341814,18008.241914583785,18897.658638711528
224,10.231899889915566,10.516292449248958,10.785695706984654
