7th_yReal,7th_yArima,7th_yHolt,7th_yEnsembled
23077,36620.4651845336,34807.785161685046,35715
7775,10549.471784513777,10382.819521060745,10467
87026,95266.0,95266.52980622862,95267
1677,1996.2239030748171,2007.0608019333158,2002
17607,23824.57530209832,23436.678640141723,23631
14803,17713.21846418834,17537.308568637258,17626
189973,214215.85639161235,214051.0448803733,214134
257,402.1460915190539,389.1032105119608,396
12368,16871.552476654197,16579.932914330253,16726
437,472.69367735658034,457.22245443536883,465
2289,3717.9391645276028,3430.9154196984596,3575
320,430.81524702793314,424.5893521316161,428
10708,11000.049779465004,10821.964394904317,10912
2399,3540.3661006131438,3473.018996558086,3507
631,829.7593769811467,812.0636298981341,821
778,897.1557980164541,894.767269523186,896
688,726.5523258444023,723.0260237764053,725
101,101.0,101.0,101
81,81.0,81.0,81
1398,1642.1685470476004,1625.971649539475,1635
3665,3872.236610551808,3866.3265982469647,3870
121,121.0,121.0,121
5603,6131.359755276233,6099.436536906516,6116
108,235.1002340422097,225.8012229168638,231
445,465.80415366423404,462.4587107701857,465
7,7.0,7.0,7
331,340.2338027116587,335.0053871643042,338
11633,35982.15482017447,28686.652512278386,32335
2926,3997.128540752816,3948.897416154645,3974
94,94.0,94.0,94
36,45.317400111325036,43.10682678749373,45
316,327.21642184736373,325.84065323357896,327
3568,5012.288005078934,4887.023073806514,4950
16,16.0,16.0,16
48,82.00778883691191,84.31088876659886,84
100,107.25984638153446,106.80313873546642,108
14,14.0,14.0,14
73,94.07893517886862,90.99169202100472,93
35729,43124.158438544786,42824.379209855244,42975
1456,1501.004301192424,1496.693627430699,1499
11,13.79689598808364,13.011235096114403,14
671,735.3314943695825,720.9103904801818,729
981,1874.839905179696,1911.1713626681671,1894
1300,1576.7269039256034,1412.035314767196,1495
7401,8096.562510198177,8090.751220330405,8094
1716,2500.5554411791572,2529.0495594283907,2515
11155,18589.550297973103,17822.933450524164,18207
5166,7013.720318179026,6891.777058809012,6953
8,10.403526578195038,9.79492649542895,11
213,264.5360660829322,252.46689888294293,259
20914,33799.23520225907,32696.9279313465,33249
6981,8510.186630315617,8442.390218953955,8477
10511,13300.387767663546,13040.295022989176,13171
22353,26653.387676343424,26375.89704632122,26515
7764,12855.132590070098,12677.94689055782,12767
10096,13232.317037260467,13015.646612683599,13124
62773,93490.49164260206,102125.49163979955,97808
154,172.53348731253263,172.3117184864645,173
15,15.0,15.0,15
13,16.358278886814134,14.908769585655168,16
501,615.4979904532081,599.3787483600071,608
13930,23194.000000000004,23193.601412688753,23194
479,739.2708527005269,751.2925041265763,746
6630,6630.0,6630.0,6630
11,11.0,11.0,11
11178,19504.256172057932,19533.920234419616,19520
1325,1756.955310637295,1732.9371382557256,1745
1366,1462.3356928551987,1456.8777154258382,1460
328,764.3641916982737,643.5507954564234,704
3953,6037.868329761737,5914.656232369718,5977
213024,250745.796358734,245915.58710116835,248331
368,570.4632809378281,574.1906589768886,573
174,558.1407521087087,408.26334125253754,484
10,10.0,10.0,10
16755,22540.403006981942,22762.933445092563,22652
28496,30346.404863043805,30091.326514051703,30219
427,437.26612458562636,441.8521258331467,440
284,403.74751899154046,470.3514985161131,438
2839,2942.9999999999964,2942.95399676948,2943
88,106.60869977030359,96.0151821860261,102
115,115.0,115.0,115
918,1036.2504102157113,1011.8056442646398,1025
101790,132022.81289563113,126715.68087388587,129370
74,145.54765647600442,121.91002984308909,134
7170,11794.000000000044,11694.730532691896,11745
8756,12833.336988078583,12650.993894330146,12743
99,126.44447527016119,122.17621425321275,125
66,66.0,66.0,66
521,641.8203990958598,613.9648078408136,628
133,136.6695248250318,135.80796251418985,137
307,307.0,307.0,307
11,11.0,11.0,11
138078,176319.49118541714,175716.310711997,176018
557,634.8574306481063,626.8297605398549,631
869170,1099722.0,1099706.5853849426,1099715
1758,2093.999999999989,2092.9198393609654,2094
311,450.8458792470611,442.5652979462726,447
268,268.0,268.0,268
76,104.25757903508146,99.86393129630258,103
28,28.0,28.0,28
0,-2.220446049250313e-16,0.18868248794399953,1
16,16.0,16.0,16
15,18.425198446769194,16.950345358588155,18
46,63.26028385706692,61.33575502740345,63
42,42.0,42.0,42
23,23.0,23.0,23
18,18.0,18.0,18
0,0.0,0.0,0
19,19.0,19.0,19
60,80.37268134946079,78.4112286343805,80
480,612.8368784298623,544.5569985194402,579
50,50.0,50.0,50
309,506.1661856240411,485.9616153764766,497
15,15.0,15.0,15
5,5.0,5.0,5
11,11.0,11.0,11
510,510.0,510.0,510
139,198.9355696775053,197.7706516334037,199
3,3.0,3.0,3
5,5.0,5.0,5
11,11.0,11.0,11
9,9.0,9.0,9
22,28.44766467807445,28.438817242627557,29
11,14.444805485057492,14.502587142964783,15
64,113.06862684545288,120.86466754751953,117
5,5.0,5.0,5
33,112.99999999163254,108.13563098678574,111
12,15.56920319864291,14.757702062808018,16
1,1.0,1.0,1
5,7.244924381149668,8.617075277116342,8
6,6.0,6.0,6
4,4.0,4.0,4
1,1.0,1.0,1
