,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20
215,4058.151679,4405.814451,4762.812241,5129.108685,5504.663022,5889.427378,6283.345536
216,5799.644553,6276.197016,6773.701656,7292.909309,7834.588811,8399.525632,8988.520672
217,69.25832944,72.43130108,75.6363964,78.87311946,82.14107227,85.43994084,88.76948328
218,60.14603037,62.12008005,63.9943508,65.77087883,67.45222042,69.04132638,70.54143685
219,490.5087947,505.546853,519.7858665,533.2481987,545.9592155,557.9464514,569.2389174
220,145.6159092,148.6702853,151.5478952,154.2565096,156.8039643,159.1980728,161.4465557
221,277.0009166,288.3785872,299.2291601,309.5539227,319.3588619,328.653703,337.4510926
222,11.45708394,11.84012528,12.21696344,12.58753627,12.95180895,13.30976978,13.66142649
223,104345.3363,109532.8419,114599.2945,119527.6883,124303.7583,128915.9208,133355.1561
224,508.1154397,514.2818969,519.8781983,524.9143554,529.4002143,533.3454573,536.7596051
225,659505.3463,683748.3394,706899.9193,728970.597,749979.3521,769951.6042,788917.5148
226,1430.230558,1565.772222,1697.165506,1824.224945,1946.831598,2064.896891,2178.347649
227,197.6292331,200.0779181,202.3729054,204.5228309,206.5360011,208.4203788,210.1835754
228,285.7090039,289.0190574,292.1341578,295.064349,297.8193626,300.4085946,302.8410888
229,50.23463966,51.13113518,51.9743534,52.76686241,53.51120309,54.20987022,54.8652978
230,20.39014194,21.6977712,23.07180299,24.51548681,26.03222999,27.62560361,29.29934871
231,0.000469254,0.000469302,0.000469346,0.000469388,0.000469427,0.000469463,0.000469497
232,18.17376498,18.48256568,18.77295984,19.04584711,19.30211487,19.54263229,19.76824558
233,13.81295539,13.87017002,13.92615457,13.98083709,14.03416441,14.08609913,14.13661717
234,30.32271667,32.91734984,35.71506804,38.73150186,41.98345632,45.48899226,49.26751303
235,31.00720538,32.30917682,33.59394082,34.86074145,36.1089894,37.33823745,38.54815927
236,19.82655681,39.06445995,64.68430599,97.13734716,137.3145232,186.3748502,245.6958588
237,20.90168957,22.73044824,24.61481922,26.55400901,28.54715953,30.59334723,32.69158248
238,0.136449174,0.138241527,0.139958856,0.141603901,0.143179359,0.144687881,0.14613206
239,20.49784774,21.09708988,21.66959877,22.2159452,22.73679666,23.23289402,23.70503199
240,60.34163176,76.4289184,94.39450497,114.1745394,135.7709079,159.209558,184.5252666
241,341.6266481,349.7430058,357.7155927,365.6136689,373.4033927,381.0572215,388.5530318
242,48.23036821,50.96627258,53.66099623,56.30811315,58.90247845,61.44005248,63.9177439
243,208.6176729,325.4754604,482.3935083,673.5825491,898.5968121,1159.044118,1457.385848
244,15.15213525,15.78556872,16.4203719,17.05620095,17.69274702,18.32973149,18.96690199
245,6.086861942,6.298437841,6.499948719,6.691485655,6.873215109,7.045362855,7.208200362
246,9.025899307,9.237007795,9.436395728,9.624500957,9.801781427,9.968706878,10.12575205
247,396.3116921,426.6215176,458.591702,492.2937382,527.8016992,565.1922801,604.5448324
248,86.71931995,100.1407879,114.8203069,130.8138503,148.1780144,166.9694202,187.2442507
249,3.638974236,3.720750269,3.797975992,3.870823346,3.939471655,4.004104467,4.064906981
250,3.663252481,3.740337674,3.813062729,3.88160447,3.946144295,4.006865551,4.06395141
251,10.65862027,10.98343925,11.29168204,11.58371987,11.86000335,12.12104275,12.36739153
252,10.61617553,10.77951601,10.93395581,11.0797841,11.21731528,11.34688095,11.46882329
253,22.00091946,35.81380342,54.70352103,78.00582701,105.7051691,138.0370987,175.3431893
254,5.589391546,5.851416752,6.103526516,6.345316925,6.576555176,6.797150314,7.007127596
255,15.50176333,17.64181361,20.07286374,22.83318709,37.00610374,86.68065495,162.045432
256,3.312107077,3.479141556,3.640599112,3.796077182,3.94530236,4.088109926,4.22442556
257,18.89226478,21.22205835,23.83710906,26.77181012,30.0645638,33.75821434,37.90052069
258,9.295055242,10.36462934,11.55715835,12.88674677,14.36906501,16.02052366,17.85156711
259,1.182969302,1.244995733,1.305314826,1.363708157,1.420013954,1.47411905,1.525951438
260,4.624688519,5.016532183,5.412027799,5.807350936,6.199223738,6.584906694,6.962164873
261,10.01915369,16.44368404,25.28185083,36.31415628,49.60183861,65.31761098,83.68299453
262,6.440085812,8.930776655,12.20870859,16.19678218,20.90893874,26.39482705,32.71938683
263,1.28106,1.489748885,1.733675256,2.018786098,2.352030027,2.741525375,3.196756256
